"id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
21,"tmean.mean","dec...FEB",0.0549127346990261,FALSE,-0.162813209930996,0.276126521591552,"SJ","","Winter"
22,"tmean.mean","MAR...MAY",-0.036350307636238,FALSE,-0.303215833439473,0.190168188724155,"SJ","","Spring"
23,"tmean.mean","JUN...AUG",-0.0987320467355831,FALSE,-0.375520717978992,0.181784090638662,"SJ","","Summer"
24,"tmean.mean","SEP...NOV",0.0411241589062968,FALSE,-0.179588567313979,0.258415024852597,"SJ","","Autumn"
1,"tmean","Mar",-0.052569838966826,FALSE,-0.251627260059109,0.174934768534555,"caH","","Mar"
2,"tmean","Apr",0.00721067883620746,FALSE,-0.239676851186632,0.208637125852962,"caH","","Apr"
3,"tmean","May",0.125330489679795,FALSE,-0.0854082474957198,0.305120825565571,"caH","","May"
4,"tmean","Jun",0.0016786641751094,FALSE,-0.186811140004482,0.192102360231032,"caH","","Jun"
5,"tmean","Jul",0.0582730538267984,FALSE,-0.283175382479549,0.395880332030741,"caH","","Jul"
6,"tmean","Aug",-0.0369679115562174,FALSE,-0.292047402242054,0.262660172975753,"caH","","Aug"
7,"tmean","Sep",0.0745351439481256,FALSE,-0.210346674459926,0.3607537123256,"caH","","Sep"
8,"tmean","Oct",0.108880304921752,FALSE,-0.128251577497377,0.318686894694411,"caH","","Oct"
9,"tmean","Nov",0.064034731121258,FALSE,-0.150531945158741,0.285779168327465,"caH","","Nov"
10,"tmean","Dec",0.0653579528370546,FALSE,-0.146052014049104,0.272761900981766,"caH","","Dec"
11,"tmean","JAN",0.0420743037727476,FALSE,-0.177388415767938,0.274151868949327,"caH","","JAN"
12,"tmean","FEB",-0.0392835939331924,FALSE,-0.264778449298734,0.218786195476368,"caH","","FEB"
13,"tmean","MAR",-0.12985182494257,FALSE,-0.333370194365474,0.0679894005278986,"caH","","MAR"
14,"tmean","APR",-0.019237377068503,FALSE,-0.240126752328061,0.206425037888203,"caH","","APR"
15,"tmean","MAY",-0.148328061279572,FALSE,-0.377398657045092,0.065044352004802,"caH","","MAY"
16,"tmean","JUN",0.00237681595344564,FALSE,-0.216530477373613,0.235398774854624,"caH","","JUN"
17,"tmean","JUL",0.0212280481981114,FALSE,-0.238264011197323,0.286368525703552,"caH","","JUL"
18,"tmean","AUG",0.0422808587169453,FALSE,-0.237475969617647,0.306857752613584,"caH","","AUG"
19,"tmean","SEP",0.120818209998317,FALSE,-0.162138030369432,0.369555158260438,"caH","","SEP"
20,"tmean.mean","sep...AUG",0.0090088591389432,FALSE,-0.19657893931485,0.236401480488702,"caH","","Hydrol"
21,"tmean.mean","dec...FEB",0.0275169394015527,FALSE,-0.189257945934074,0.266478448310385,"caH","","Winter"
22,"tmean.mean","MAR...MAY",-0.113082473532119,FALSE,-0.301892455587821,0.0972131764547623,"caH","","Spring"
23,"tmean.mean","JUN...AUG",0.0213234518129818,FALSE,-0.249991268052601,0.291393590446174,"caH","","Summer"
24,"tmean.mean","SEP...NOV",-0.0318650540075079,FALSE,-0.233877487335967,0.18251012753405,"caH","","Autumn"
1,"tmean","Mar",0.0284919818589151,FALSE,-0.199525153941729,0.260733363334222,"caL","","Mar"
2,"tmean","Apr",-0.0162620177113127,FALSE,-0.252052088407451,0.201528484593404,"caL","","Apr"
3,"tmean","May",0.128549576321007,FALSE,-0.107911621231749,0.361999078768256,"caL","","May"
4,"tmean","Jun",0.0327471776922947,FALSE,-0.189702338009166,0.246955611477179,"caL","","Jun"
5,"tmean","Jul",-0.00339919842322442,FALSE,-0.303326662022513,0.32793946324886,"caL","","Jul"
6,"tmean","Aug",0.0435475640383328,FALSE,-0.224969784295648,0.309871892264209,"caL","","Aug"
7,"tmean","Sep",0.0395580836940545,FALSE,-0.185858263747719,0.253180141363389,"caL","","Sep"
8,"tmean","Oct",0.125803409522709,FALSE,-0.110548702042642,0.357605157012007,"caL","","Oct"
9,"tmean","Nov",0.0828882824787311,FALSE,-0.141525744121874,0.33931107392098,"caL","","Nov"
10,"tmean","Dec",0.0705181866895436,FALSE,-0.156101493747,0.28466928614096,"caL","","Dec"
11,"tmean","JAN",0.0927827926851147,FALSE,-0.157331137364685,0.325943945680713,"caL","","JAN"
12,"tmean","FEB",0.00735613894820758,FALSE,-0.250726177037847,0.237157228675973,"caL","","FEB"
13,"tmean","MAR",-0.122762893405725,FALSE,-0.350095811309397,0.104070796898067,"caL","","MAR"
14,"tmean","APR",-0.0182071148254209,FALSE,-0.261676106356172,0.197216655104033,"caL","","APR"
15,"tmean","MAY",-0.0329643881522176,FALSE,-0.243838693000612,0.198243507454866,"caL","","MAY"
16,"tmean","JUN",0.0716173136149081,FALSE,-0.164864866633158,0.308086547953,"caL","","JUN"
17,"tmean","JUL",0.034336483312278,FALSE,-0.212547180089294,0.283009444397119,"caL","","JUL"
18,"tmean","AUG",0.0453940834592951,FALSE,-0.219245643424006,0.307199867145554,"caL","","AUG"
19,"tmean","SEP",0.138103340148567,FALSE,-0.128730902294148,0.371662445598634,"caL","","SEP"
20,"tmean.mean","sep...AUG",0.0498625747352293,FALSE,-0.171462765999105,0.280406333996563,"caL","","Hydrol"
21,"tmean.mean","dec...FEB",0.0647869383406248,FALSE,-0.172638885808048,0.285500862310268,"caL","","Winter"
22,"tmean.mean","MAR...MAY",-0.0703253430068508,FALSE,-0.278265264921489,0.151827855002116,"caL","","Spring"
23,"tmean.mean","JUN...AUG",0.064632803033797,FALSE,-0.199566234227486,0.305608508549187,"caL","","Summer"
24,"tmean.mean","SEP...NOV",0.0239132063399933,FALSE,-0.201520713175982,0.230679221986652,"caL","","Autumn"
